User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories,Environmental_Temperature,BMR
13957815,female,56,150.0,51.0,6.0,88.0,39.3,29.0,42.71,1141.41
18323429,female,25,155.0,55.0,18.0,95.0,40.8,89.0,25.09,1328.118
13246062,male,29,187.0,82.0,15.0,97.0,40.1,69.0,39.32,1659.603
11883663,female,34,159.0,57.0,5.0,89.0,39.2,22.0,42.71,1320.0339999999999
13827457,male,71,185.0,93.0,24.0,102.0,40.9,183.0,20.92,1573.264
19031605,male,41,183.0,83.0,11.0,96.0,39.8,56.0,36.8,1604.498
17131190,male,32,178.0,77.0,29.0,112.0,40.5,201.0,23.9,1572.496
13087325,male,35,164.0,68.0,4.0,79.0,38.8,8.0,42.71,1432.9110000000003
15291398,male,66,183.0,86.0,15.0,94.0,40.3,91.0,9.34,1523.989
11565892,female,20,165.0,63.0,23.0,111.0,40.7,149.0,0.86,1454.7240000000002
16855446,female,27,170.0,66.0,5.0,82.0,39.1,17.0,42.71,1467.6449999999998
19381713,female,47,165.0,67.0,6.0,89.0,39.5,27.0,42.71,1374.802
12123004,female,44,174.0,67.0,8.0,87.0,39.9,34.0,42.71,1415.674
11161653,female,30,158.0,57.0,29.0,117.0,40.7,214.0,23.9,1334.2559999999999
14725194,female,55,177.0,77.0,9.0,90.0,39.7,42.0,42.71,1469.808
13837437,male,55,192.0,96.0,24.0,97.0,40.8,148.0,39.0,1691.971
18715639,female,79,153.0,59.0,16.0,94.0,40.5,92.0,0.67,1125.09
16515672,male,75,171.0,73.0,22.0,97.0,40.6,146.0,5.06,1327.632
10968618,female,52,160.0,57.0,25.0,105.0,40.7,162.0,23.9,1245.1919999999998
14227048,male,50,183.0,91.0,15.0,108.0,40.0,112.0,-4.33,1639.504
19927200,male,67,180.0,88.0,15.0,100.0,40.2,106.0,17.61,1528.859
15909353,male,20,200.0,102.0,23.0,101.0,40.7,120.0,36.82,1923.7870000000003
18710123,female,26,169.0,70.0,19.0,99.0,40.6,99.0,-7.06,1505.8650000000002
17159260,male,23,166.0,71.0,21.0,105.0,40.2,111.0,19.59,1518.8080000000002
14905628,female,33,166.0,62.0,6.0,90.0,39.3,27.0,42.71,1392.2849999999999
17901816,female,29,165.0,58.0,9.0,84.0,39.5,34.0,42.71,1369.519
13728699,male,31,188.0,96.0,21.0,94.0,40.6,96.0,17.55,1783.499
18750279,male,48,193.0,96.0,21.0,102.0,40.4,139.0,-4.63,1725.3790000000001
19662487,male,59,193.0,94.0,24.0,101.0,40.8,166.0,-5.74,1659.2549999999999
16109947,male,78,179.0,93.0,1.0,79.0,37.6,5.0,42.71,1524.3660000000002
17198156,female,45,161.0,60.0,4.0,84.0,38.7,16.0,42.71,1306.3410000000001
19271328,female,71,165.0,60.0,12.0,93.0,40.1,66.0,-0.59,1206.153
13267190,male,31,178.0,80.0,27.0,107.0,40.7,167.0,23.9,1604.567
13627118,female,46,147.0,50.0,8.0,83.0,39.4,33.0,42.71,1166.1689999999999
18884821,female,28,163.0,64.0,14.0,98.0,40.4,73.0,-0.31,1423.135
19626098,female,32,160.0,57.0,27.0,110.0,40.7,180.0,23.9,1331.792
13805612,male,31,182.0,76.0,1.0,84.0,37.5,3.0,42.71,1579.971
13457210,male,32,170.0,78.0,16.0,98.0,40.3,77.0,20.55,1556.9589999999998
11491910,female,63,177.0,78.0,3.0,73.0,38.6,9.0,42.71,1444.415
13404491,female,71,156.0,61.0,9.0,97.0,39.6,53.0,42.71,1187.518
16417152,male,63,172.0,79.0,15.0,101.0,40.5,102.0,12.72,1438.172
11413986,female,33,179.0,73.0,23.0,104.0,40.8,134.0,-4.66,1534.276
10785168,male,22,170.0,68.0,21.0,103.0,40.4,103.0,16.65,1507.789
19312299,female,59,153.0,54.0,26.0,108.0,40.9,181.0,23.9,1165.455
18544558,male,54,189.0,90.0,24.0,103.0,40.2,166.0,3.72,1631.525
11355616,male,73,163.0,70.0,24.0,102.0,41.1,174.0,37.14,1283.7669999999998
13640295,female,21,176.0,70.0,2.0,78.0,38.1,6.0,42.71,1549.2009999999998
10682662,female,52,168.0,68.0,18.0,95.0,40.6,95.0,0.17,1371.693
19648443,male,36,190.0,92.0,19.0,98.0,40.6,101.0,16.74,1731.0569999999998
13029586,female,23,146.0,45.0,18.0,96.0,40.2,93.0,2.83,1216.4260000000002
12291793,female,30,161.0,61.0,30.0,106.0,40.8,184.0,23.9,1380.538
19803133,male,25,180.0,85.0,23.0,105.0,41.0,131.0,31.19,1682.978
18281071,male,73,193.0,97.0,10.0,87.0,40.0,56.0,42.71,1626.3759999999997
19304988,female,25,150.0,50.0,21.0,107.0,40.5,133.0,37.7,1266.393
13474816,female,20,168.0,65.0,15.0,94.0,40.1,69.0,11.6,1482.512
12978657,male,63,179.0,83.0,16.0,92.0,40.2,89.0,-3.38,1496.846
11060769,female,42,160.0,58.0,17.0,91.0,40.5,82.0,6.98,1297.739
11414626,male,30,182.0,86.0,25.0,94.0,41.0,108.0,23.9,1676.771
19235997,female,31,166.0,64.0,26.0,104.0,40.8,154.0,23.9,1419.439
15799596,female,21,175.0,74.0,12.0,96.0,40.0,57.0,2.2,1583.0910000000001
15586758,female,29,152.0,56.0,25.0,94.0,40.7,123.0,23.9,1310.751
18640510,male,46,170.0,72.0,16.0,94.0,40.1,76.0,3.39,1440.8569999999997
16781294,female,51,180.0,83.0,15.0,87.0,40.5,63.0,-7.02,1551.904
16572386,female,32,169.0,66.0,24.0,109.0,40.8,154.0,30.69,1442.897
17788845,male,30,176.0,78.0,8.0,87.0,39.6,25.0,42.71,1584.2069999999999
12113470,male,23,182.0,84.0,15.0,93.0,40.6,57.0,-9.02,1688.5870000000002
10295845,male,45,198.0,100.0,16.0,97.0,39.9,93.0,19.04,1790.8470000000002
16654966,male,71,168.0,74.0,18.0,102.0,40.3,130.0,6.29,1344.905
16407445,female,29,159.0,59.0,21.0,100.0,40.5,116.0,11.27,1360.178
15141915,female,32,146.0,51.0,13.0,86.0,39.9,54.0,5.07,1232.938
13842156,male,43,194.0,96.0,13.0,95.0,40.0,69.0,18.14,1750.127
12289910,female,58,161.0,62.0,19.0,104.0,40.5,122.0,26.11,1268.5449999999998
18855641,female,46,169.0,73.0,19.0,101.0,40.5,109.0,15.85,1447.006
15816958,male,51,205.0,109.0,14.0,94.0,40.1,81.0,-4.52,1869.7759999999998
17043208,female,77,166.0,63.0,19.0,107.0,40.5,134.0,10.51,1211.012
11651821,male,33,190.0,90.0,11.0,101.0,40.0,62.0,-9.36,1725.553
15873077,male,20,178.0,79.0,4.0,78.0,38.7,5.0,42.71,1642.95
16582556,male,33,183.0,87.0,23.0,100.0,41.3,124.0,25.27,1676.126
18357946,male,55,184.0,92.0,17.0,97.0,40.5,104.0,18.98,1630.1989999999998
11450464,male,21,171.0,72.0,5.0,86.0,39.4,12.0,42.71,1552.2049999999997
19919092,male,50,180.0,83.0,29.0,116.0,41.2,247.0,23.9,1556.234
13407292,female,22,175.0,66.0,7.0,90.0,39.3,30.0,42.71,1504.785
11481749,male,30,184.0,90.0,14.0,101.0,39.9,76.0,16.93,1719.955
14491797,male,51,183.0,92.0,15.0,99.0,40.2,93.0,39.78,1644.421
12214426,male,52,176.0,82.0,4.0,80.0,38.9,13.0,42.71,1525.9349999999997
10445536,male,67,183.0,91.0,15.0,93.0,40.5,91.0,36.62,1565.8939999999998
14164390,female,38,165.0,61.0,25.0,107.0,40.6,160.0,23.9,1358.29
12359689,female,24,154.0,57.0,2.0,79.0,38.1,6.0,42.71,1347.844
12474268,female,77,170.0,75.0,7.0,87.0,39.8,33.0,42.71,1334.3679999999997
17429172,male,76,184.0,90.0,17.0,101.0,40.1,130.0,39.93,1520.775
12820206,male,29,186.0,90.0,8.0,91.0,39.6,31.0,42.71,1730.481
18417821,female,33,172.0,68.0,12.0,93.0,40.3,57.0,-4.71,1466.355
16636410,male,38,189.0,91.0,15.0,101.0,40.0,88.0,17.68,1710.052
18201106,female,31,172.0,72.0,27.0,112.0,41.0,180.0,23.9,1512.003
19357189,female,67,173.0,74.0,4.0,76.0,38.8,14.0,42.71,1377.7150000000001
17674269,male,37,170.0,76.0,7.0,86.0,39.3,23.0,42.71,1516.815
16396497,female,23,160.0,59.0,5.0,88.0,39.4,21.0,42.71,1389.256
11277863,male,45,193.0,93.0,6.0,90.0,39.7,27.0,42.71,1710.6280000000002
11170599,female,21,175.0,67.0,17.0,93.0,40.4,77.0,-6.41,1518.3619999999999
11604267,female,26,166.0,64.0,20.0,92.0,40.3,91.0,-1.68,1441.0890000000002
12424035,female,41,165.0,67.0,7.0,88.0,39.4,30.0,42.71,1400.782
12680425,female,57,174.0,72.0,24.0,107.0,40.6,158.0,21.51,1405.6190000000001
19947731,male,37,194.0,96.0,11.0,94.0,39.7,53.0,9.91,1776.107
13408614,male,23,176.0,77.0,28.0,102.0,41.1,140.0,23.9,1605.2700000000002
12005737,female,31,153.0,51.0,5.0,80.0,39.2,18.0,42.71,1258.954
10619608,male,61,178.0,86.0,12.0,92.0,39.9,66.0,28.9,1530.149
13339255,male,20,192.0,91.0,25.0,94.0,40.8,98.0,23.9,1797.286
10062219,female,39,187.0,87.0,13.0,101.0,40.2,70.0,26.23,1662.538
16933115,female,73,150.0,50.0,27.0,111.0,41.0,205.0,23.9,1058.5529999999999
14962517,male,35,200.0,98.0,5.0,93.0,39.4,23.0,42.71,1821.849
14566994,female,25,167.0,61.0,24.0,107.0,40.2,148.0,39.57,1420.776
14660476,female,68,159.0,63.0,28.0,105.0,41.1,187.0,23.9,1228.2959999999998
12706670,female,21,160.0,54.0,24.0,103.0,40.3,138.0,9.92,1351.6809999999998
14509437,male,20,176.0,76.0,26.0,116.0,40.9,180.0,23.9,1609.013
14800286,male,47,189.0,89.0,19.0,99.0,40.4,113.0,2.32,1652.588
14157044,male,24,199.0,102.0,4.0,86.0,39.2,13.0,42.71,1903.369
14314137,male,38,182.0,80.0,23.0,106.0,41.0,147.0,11.15,1586.6490000000001
12985841,female,41,170.0,68.0,16.0,101.0,40.2,91.0,32.85,1425.519
17337270,female,24,171.0,71.0,5.0,87.0,39.2,19.0,42.71,1529.9679999999998
10901125,male,79,200.0,99.0,13.0,88.0,39.9,79.0,0.9,1640.5760000000002
11695937,male,65,181.0,83.0,18.0,100.0,40.0,123.0,31.92,1494.3819999999998
18698939,male,77,181.0,85.0,7.0,85.0,39.5,36.0,42.71,1460.916
11948984,male,37,181.0,82.0,26.0,101.0,40.6,146.0,23.9,1606.375
12359722,female,45,156.0,60.0,19.0,104.0,40.5,118.0,19.36,1290.851
15101589,male,49,189.0,96.0,3.0,86.0,39.0,13.0,42.71,1708.657
19379018,female,21,188.0,78.0,21.0,91.0,41.0,87.0,-8.12,1660.3529999999998
17866224,male,37,175.0,74.0,18.0,95.0,40.3,82.0,13.44,1513.8110000000001
14157597,male,42,192.0,90.0,18.0,94.0,40.3,90.0,13.0,1692.779
13091299,male,35,173.0,78.0,12.0,85.0,40.0,36.0,24.51,1553.263
13563184,male,68,186.0,94.0,8.0,87.0,39.6,42.0,42.71,1598.5989999999997
11068822,female,39,174.0,71.0,2.0,88.0,38.3,8.0,42.71,1474.3120000000004
15839894,male,49,179.0,82.0,23.0,97.0,41.0,129.0,27.6,1548.219
18737707,female,49,166.0,63.0,25.0,108.0,40.3,167.0,23.9,1332.252
11816376,female,77,183.0,76.0,2.0,81.0,38.3,8.0,42.71,1383.889
13852531,female,28,165.0,58.0,5.0,83.0,38.8,18.0,42.71,1373.849
14944130,female,24,164.0,63.0,16.0,94.0,40.2,76.0,34.33,1434.306
14178709,female,49,156.0,57.0,25.0,112.0,40.9,179.0,23.9,1245.79
12955404,female,47,164.0,62.0,3.0,79.0,38.5,11.0,42.71,1325.4689999999998
16422659,female,43,173.0,67.0,11.0,95.0,39.7,56.0,23.67,1416.906
18459426,male,63,181.0,83.0,11.0,95.0,39.6,66.0,7.23,1503.042
17621107,male,29,173.0,77.0,13.0,91.0,40.0,47.0,36.42,1569.996
16223605,male,66,184.0,89.0,9.0,85.0,39.3,43.0,42.71,1554.828
11823837,female,58,169.0,72.0,6.0,89.0,39.1,28.0,42.71,1385.7989999999998
12610228,female,32,180.0,71.0,1.0,77.0,37.7,3.0,42.71,1523.21
14660795,male,50,188.0,95.0,25.0,109.0,40.9,193.0,23.9,1691.982
14279716,female,36,160.0,62.0,13.0,99.0,40.1,71.0,-1.1,1360.7069999999999
12070148,female,33,163.0,63.0,12.0,93.0,39.9,57.0,24.09,1392.2379999999998
14279321,female,34,167.0,66.0,12.0,99.0,39.9,65.0,36.92,1428.041
16735236,female,78,160.0,62.0,15.0,91.0,39.9,81.0,37.69,1178.847
18098043,female,44,169.0,69.0,7.0,88.0,39.8,31.0,42.71,1418.6779999999999
13581744,female,40,149.0,54.0,15.0,93.0,40.0,75.0,33.08,1235.3329999999999
12539849,female,59,169.0,64.0,29.0,114.0,41.1,217.0,23.9,1307.4930000000002
15132015,male,32,181.0,84.0,17.0,101.0,40.0,92.0,18.62,1646.5190000000002
14778686,male,68,174.0,76.0,26.0,110.0,40.7,217.0,23.9,1394.9769999999999
11182154,female,20,160.0,53.0,20.0,97.0,40.5,102.0,27.66,1346.7640000000001
12401292,male,73,184.0,90.0,10.0,90.0,39.6,59.0,42.71,1533.7649999999999
19917787,male,45,183.0,86.0,16.0,98.0,40.2,90.0,32.3,1614.919
13690411,female,72,170.0,69.0,20.0,107.0,40.4,138.0,9.92,1300.5359999999998
18261636,male,61,195.0,105.0,11.0,96.0,39.7,72.0,33.19,1758.5079999999998
14300304,female,20,168.0,63.0,22.0,104.0,40.7,126.0,31.82,1464.018
17419235,male,25,196.0,98.0,11.0,87.0,39.9,36.0,28.0,1852.757
15668455,female,28,151.0,48.0,25.0,101.0,40.7,144.0,23.9,1238.007
19774028,male,40,180.0,84.0,28.0,101.0,41.1,163.0,23.9,1608.7810000000002
13483132,female,21,162.0,60.0,26.0,98.0,40.6,134.0,23.9,1413.359
15115959,male,29,197.0,94.0,17.0,105.0,40.3,104.0,23.82,1801.5469999999998
14814268,female,20,155.0,54.0,24.0,110.0,40.7,156.0,1.63,1340.5210000000002
11882329,female,69,167.0,63.0,14.0,98.0,40.2,83.0,23.37,1248.75
10556827,female,56,164.0,68.0,10.0,96.0,39.8,54.0,42.71,1341.9810000000002
16395133,male,24,182.0,86.0,18.0,91.0,40.2,64.0,25.92,1702.751
14903579,female,40,157.0,56.0,4.0,87.0,38.4,17.0,42.71,1278.6109999999999
14450172,male,61,184.0,83.0,12.0,86.0,39.9,54.0,28.22,1520.996
13250862,female,56,158.0,57.0,6.0,81.0,38.9,24.0,42.71,1221.676
10021419,female,63,159.0,62.0,29.0,104.0,40.4,189.0,23.9,1240.699
13655471,female,60,169.0,73.0,10.0,95.0,40.0,53.0,42.71,1386.3860000000002
12130072,female,50,175.0,77.0,2.0,77.0,38.4,6.0,42.71,1485.2620000000002
16480674,female,75,179.0,83.0,26.0,109.0,40.8,181.0,23.9,1444.886
18556513,male,31,182.0,89.0,18.0,103.0,40.1,104.0,-4.18,1700.182
16725651,male,40,175.0,77.0,5.0,79.0,39.3,12.0,42.71,1528.5620000000001
16427377,female,22,165.0,60.0,24.0,105.0,40.9,142.0,24.02,1418.323
18010312,female,37,154.0,55.0,6.0,92.0,39.1,29.0,42.71,1273.06
19206652,male,47,173.0,79.0,28.0,111.0,40.5,211.0,23.9,1510.55
19564498,female,57,161.0,61.0,30.0,116.0,41.0,231.0,23.9,1263.6280000000002
14486952,male,59,186.0,90.0,9.0,88.0,39.9,44.0,42.71,1600.581
11699004,female,28,162.0,65.0,17.0,96.0,40.2,85.0,39.0,1429.2839999999999
14839686,male,50,184.0,87.0,15.0,96.0,40.1,84.0,30.59,1605.614
16843664,male,22,190.0,88.0,16.0,85.0,40.4,42.0,12.59,1754.689
17326999,male,44,175.0,73.0,14.0,95.0,40.4,68.0,32.52,1474.254
13041275,female,44,162.0,60.0,9.0,87.0,39.2,39.0,42.71,1313.769
10797742,male,78,184.0,87.0,11.0,94.0,39.6,73.0,30.61,1484.374
19770812,male,25,200.0,99.0,23.0,100.0,40.4,121.0,-3.95,1874.3960000000002
13547603,male,24,178.0,81.0,6.0,85.0,39.7,15.0,42.71,1644.1239999999998
14445013,female,22,162.0,56.0,2.0,82.0,38.2,7.0,42.71,1372.041
19744384,female,38,169.0,70.0,1.0,82.0,37.8,4.0,42.71,1453.9050000000002
10140238,female,52,157.0,56.0,16.0,93.0,40.2,83.0,6.74,1226.6509999999998
16001102,male,48,191.0,88.0,8.0,84.0,39.6,30.0,42.71,1645.207
11111780,female,45,183.0,72.0,7.0,89.0,39.7,31.0,42.71,1485.461
11077569,male,43,170.0,73.0,28.0,106.0,40.9,181.0,23.9,1463.094
18357319,male,55,200.0,99.0,26.0,95.0,41.0,155.0,23.9,1744.496
19019813,female,75,174.0,77.0,1.0,73.0,37.3,3.0,42.71,1373.9140000000002
18957927,male,62,179.0,83.0,4.0,87.0,38.7,19.0,42.71,1501.176
10263593,female,25,161.0,63.0,2.0,84.0,38.3,7.0,42.71,1420.682
12088340,female,50,154.0,62.0,22.0,100.0,40.6,129.0,16.59,1281.4989999999998
10749574,female,37,163.0,57.0,23.0,102.0,40.6,136.0,12.47,1319.436
17728423,male,25,210.0,111.0,22.0,104.0,40.6,135.0,-0.78,2016.3400000000001
11237440,female,44,153.0,56.0,8.0,91.0,39.5,39.0,42.71,1248.899
10776630,male,22,197.0,99.0,18.0,91.0,40.5,68.0,-6.88,1878.0919999999999
19166029,male,24,189.0,92.0,6.0,88.0,39.2,19.0,42.71,1779.9189999999999
16562821,female,59,168.0,64.0,14.0,94.0,40.2,75.0,34.62,1304.395
13964015,female,64,166.0,61.0,16.0,100.0,40.5,98.0,7.11,1248.808
15422095,male,64,184.0,93.0,19.0,108.0,40.4,156.0,-1.27,1600.476
16563380,male,65,186.0,93.0,13.0,97.0,39.9,86.0,28.77,1602.3419999999999
12374371,male,55,194.0,99.0,20.0,100.0,40.6,134.0,8.96,1725.908
16320744,male,27,174.0,81.0,8.0,77.0,39.7,12.0,42.71,1618.742
10567295,male,32,188.0,94.0,19.0,95.0,40.6,90.0,13.96,1760.675
16690465,male,27,171.0,72.0,29.0,111.0,41.1,186.0,23.9,1526.2249999999997
11165210,female,39,159.0,59.0,18.0,100.0,40.1,102.0,2.89,1316.8780000000002
16454462,female,23,155.0,52.0,16.0,94.0,40.1,78.0,25.98,1309.037
18109365,female,41,155.0,56.0,20.0,96.0,40.4,107.0,10.86,1268.085
12004679,male,61,165.0,79.0,9.0,88.0,39.5,43.0,42.71,1425.1459999999997
14518651,male,25,205.0,108.0,19.0,99.0,40.4,101.0,20.95,1973.109
15610653,male,25,178.0,83.0,26.0,112.0,40.8,175.0,23.9,1658.288
17197650,male,27,187.0,82.0,25.0,101.0,40.8,128.0,23.9,1668.263
16197127,female,53,158.0,60.0,14.0,87.0,40.2,64.0,10.19,1262.407
14629732,male,36,194.0,96.0,8.0,82.0,39.4,24.0,42.71,1780.437
10020368,female,22,151.0,50.0,7.0,98.0,39.5,37.0,42.71,1282.481
16380283,male,70,199.0,103.0,21.0,106.0,40.7,177.0,18.54,1713.4360000000001
16627700,female,51,169.0,70.0,9.0,98.0,39.8,50.0,42.71,1397.6150000000002
12661595,male,56,195.0,94.0,21.0,107.0,40.7,162.0,6.56,1678.4409999999998
15477893,female,40,163.0,63.0,4.0,81.0,38.9,14.0,42.71,1361.9279999999999
13122689,male,71,175.0,77.0,2.0,80.0,38.2,8.0,42.71,1394.332
16513522,male,36,184.0,82.0,13.0,89.0,40.0,49.0,39.16,1619.9989999999998
14740186,male,47,171.0,75.0,29.0,116.0,41.1,238.0,23.9,1467.3659999999998
11891700,female,28,161.0,64.0,21.0,110.0,40.5,136.0,31.67,1416.939
18840106,female,55,164.0,59.0,10.0,86.0,39.9,45.0,42.71,1263.0879999999997
14187841,female,28,157.0,61.0,17.0,90.0,40.5,75.0,28.61,1376.806
14751208,female,20,178.0,76.0,25.0,107.0,40.8,147.0,23.9,1615.209
19749901,female,22,182.0,74.0,9.0,85.0,39.8,32.0,42.71,1600.4470000000001
17272227,male,28,191.0,89.0,22.0,106.0,40.3,134.0,20.33,1741.0539999999999
15523047,female,23,170.0,63.0,15.0,99.0,40.3,79.0,-8.07,1457.224
17251684,male,23,179.0,74.0,15.0,89.0,40.0,44.0,22.48,1586.823
10027476,male,70,167.0,76.0,19.0,97.0,40.6,123.0,6.27,1364.6309999999999
13404165,female,60,165.0,60.0,3.0,88.0,38.9,14.0,42.71,1253.7830000000001
19677464,female,34,149.0,47.0,25.0,100.0,40.9,144.0,23.9,1196.584
19729690,female,27,172.0,67.0,4.0,90.0,39.0,17.0,42.71,1483.088
17045872,female,20,172.0,70.0,21.0,112.0,40.9,136.0,-6.78,1541.1390000000001
16773888,male,37,189.0,92.0,16.0,98.0,40.4,86.0,23.76,1723.629
19067220,male,24,184.0,79.0,24.0,102.0,40.6,122.0,33.86,1644.2179999999998
13505452,female,25,161.0,62.0,14.0,95.0,40.5,68.0,7.4,1411.435
12332044,male,79,190.0,92.0,22.0,99.0,40.6,166.0,5.3,1544.867
11153703,male,30,183.0,81.0,10.0,88.0,40.1,33.0,42.71,1633.6339999999998
11109348,female,35,173.0,67.0,29.0,115.0,41.1,206.0,23.9,1451.546
11353068,female,56,160.0,57.0,25.0,104.0,40.2,161.0,23.9,1227.8719999999998
17451128,male,26,204.0,107.0,30.0,106.0,40.6,191.0,23.9,1956.4340000000002
16280884,female,33,153.0,54.0,12.0,93.0,39.8,59.0,22.2,1278.0349999999999
13642107,male,58,207.0,105.0,8.0,91.0,39.5,45.0,42.71,1808.6739999999998
13655931,female,28,167.0,66.0,12.0,96.0,40.5,60.0,14.22,1454.021
19983373,female,30,166.0,58.0,28.0,111.0,41.0,188.0,23.9,1368.287
13711852,female,24,162.0,62.0,15.0,89.0,40.1,63.0,11.38,1418.8629999999998
18845812,female,52,152.0,51.0,15.0,97.0,40.1,86.0,36.83,1164.926
14361662,female,57,172.0,73.0,5.0,86.0,39.5,22.0,42.71,1408.67
14070898,male,68,203.0,102.0,21.0,111.0,40.9,190.0,2.53,1725.241
17334868,male,39,191.0,90.0,14.0,88.0,40.2,55.0,24.61,1702.6710000000003
16863302,male,50,185.0,88.0,11.0,85.0,40.1,44.0,23.76,1617.9589999999998
16356363,female,50,168.0,67.0,5.0,81.0,39.2,19.0,42.71,1371.106
16517721,female,33,143.0,46.0,6.0,84.0,39.1,24.0,42.71,1173.0789999999997
12625905,female,63,167.0,66.0,25.0,101.0,40.8,153.0,23.9,1302.471
18218601,female,58,170.0,72.0,11.0,97.0,40.1,61.0,29.53,1388.8969999999997
15154368,male,59,171.0,83.0,27.0,102.0,41.0,185.0,23.9,1489.3819999999998
17305573,female,20,166.0,66.0,9.0,96.0,39.5,43.0,42.71,1485.563
12317336,female,70,166.0,65.0,27.0,109.0,40.4,192.0,23.9,1259.8159999999998
18090503,male,71,198.0,102.0,22.0,104.0,40.6,179.0,4.57,1696.761
16694676,female,37,153.0,56.0,18.0,104.0,40.5,110.0,-1.33,1279.2089999999998
12828450,female,33,177.0,74.0,4.0,83.0,39.0,14.0,42.71,1537.327
19198940,male,28,191.0,91.0,30.0,111.0,41.0,207.0,23.9,1759.548
19289749,male,25,184.0,88.0,19.0,96.0,40.5,84.0,14.53,1723.1109999999999
16290605,female,69,169.0,72.0,20.0,104.0,40.4,129.0,0.32,1338.1689999999999
16994250,male,23,191.0,82.0,4.0,76.0,38.9,5.0,42.71,1697.9750000000001
16665652,male,60,179.0,82.0,5.0,95.0,39.1,29.0,42.71,1500.5890000000002
19463444,male,55,181.0,78.0,23.0,108.0,41.0,171.0,-8.13,1491.4469999999997
14315428,female,29,178.0,76.0,17.0,99.0,40.1,88.0,25.65,1576.239
16891781,female,30,163.0,58.0,19.0,92.0,40.3,89.0,3.12,1358.993
15538614,male,50,169.0,74.0,30.0,113.0,40.8,236.0,23.9,1438.933
17476817,male,36,181.0,84.0,17.0,93.0,40.6,75.0,2.42,1629.199
15560360,male,35,183.0,86.0,17.0,95.0,40.3,80.0,12.65,1658.219
18682151,male,38,201.0,101.0,8.0,87.0,39.7,32.0,42.71,1839.6979999999999
12471502,female,40,179.0,75.0,26.0,101.0,41.2,146.0,23.9,1522.4599999999998
11594770,female,50,161.0,58.0,4.0,85.0,39.2,17.0,42.71,1266.1970000000001
14781256,male,26,176.0,78.0,25.0,107.0,40.3,148.0,23.9,1601.527
13738193,male,23,172.0,75.0,22.0,99.0,40.7,99.0,24.88,1574.384
11054957,female,78,159.0,53.0,18.0,104.0,40.1,124.0,7.99,1092.526
10207164,male,69,180.0,86.0,28.0,112.0,40.9,249.0,23.9,1501.705
13264959,male,25,181.0,81.0,2.0,89.0,37.6,6.0,42.71,1649.0879999999997
13245778,female,69,172.0,70.0,6.0,85.0,39.2,27.0,42.71,1328.969
13796363,male,33,174.0,77.0,2.0,83.0,38.3,5.0,42.71,1555.7740000000001
19212490,male,26,198.0,102.0,14.0,93.0,40.3,60.0,7.63,1891.611
17667558,female,55,161.0,64.0,29.0,104.0,40.3,184.0,23.9,1300.029
13528098,male,58,194.0,95.0,23.0,106.0,40.5,176.0,19.71,1675.9299999999998
14400570,male,36,180.0,85.0,23.0,109.0,40.6,157.0,28.04,1635.348
14412879,female,26,181.0,73.0,1.0,75.0,37.8,3.0,42.71,1570.7820000000002
13446547,female,20,151.0,54.0,28.0,109.0,41.1,179.0,23.9,1328.1290000000001
11770071,female,63,165.0,64.0,13.0,90.0,39.9,65.0,4.39,1277.781
19301268,female,73,176.0,70.0,18.0,97.0,40.2,105.0,37.25,1324.0409999999997
14839424,female,21,169.0,61.0,22.0,103.0,40.6,125.0,14.58,1444.2920000000001
14631256,male,46,172.0,71.0,20.0,99.0,40.4,110.0,3.02,1437.806
10709573,male,46,176.0,75.0,16.0,91.0,40.5,70.0,-1.52,1487.186
11859173,female,24,177.0,76.0,19.0,96.0,40.5,91.0,35.88,1594.791
16646567,male,35,181.0,82.0,23.0,105.0,40.5,141.0,32.96,1615.035
11182170,male,24,172.0,72.0,5.0,87.0,39.1,13.0,42.71,1542.3129999999999
12950490,female,20,166.0,58.0,14.0,90.0,40.2,60.0,12.46,1411.5870000000002
17568795,male,61,186.0,89.0,27.0,101.0,40.8,187.0,23.9,1582.674
17989215,male,30,168.0,70.0,4.0,78.0,38.8,6.0,42.71,1485.447
11672096,male,22,182.0,82.0,27.0,106.0,40.4,152.0,23.9,1674.423
10332883,female,59,153.0,55.0,2.0,85.0,38.0,9.0,42.71,1174.702
14987938,female,26,180.0,73.0,14.0,99.0,40.0,72.0,24.18,1567.6840000000002
16810366,female,54,158.0,60.0,14.0,95.0,40.1,76.0,-6.24,1258.077
10171790,female,30,169.0,69.0,6.0,89.0,39.4,25.0,42.71,1479.2979999999998
16161315,male,43,181.0,80.0,10.0,97.0,39.6,53.0,42.71,1561.9009999999998
17407051,female,40,172.0,70.0,11.0,94.0,39.7,54.0,-5.79,1454.539
19889225,male,56,182.0,87.0,22.0,101.0,40.4,146.0,39.17,1573.438
16815544,female,21,184.0,72.0,18.0,98.0,40.2,90.0,24.83,1592.4789999999998
10444600,female,22,155.0,51.0,29.0,111.0,40.8,194.0,23.9,1304.1200000000001
10999566,male,71,174.0,79.0,19.0,98.0,40.4,128.0,33.98,1409.7279999999998
16922982,male,33,185.0,91.0,17.0,91.0,40.1,70.0,-1.47,1719.3099999999997
14467709,male,20,196.0,92.0,13.0,91.0,39.8,46.0,16.6,1818.9250000000002
19209733,male,76,198.0,109.0,14.0,92.0,40.3,94.0,27.91,1739.8400000000001
